twitter_username,twitter_account,tweet_date,tweet_content,tweet_reply_count,tweet_retweet_count,tweet_like_count
Elon Musk,@elonmusk,2020-11-17 12:10:30-05:00,"replying to 
@josh_bickett
 @icannot_enough
 and 2 othersyeah, pcr ct was unequivocal at <20. doesn’t matter what method you use at that low a cycle threshold.",48,27,645
Elon Mus00,@elonmus00,2020-11-16 17:02:51-05:00,"replying to 
@maisie_williams toss a bitcoin to ur witcher ",1100,4100,66400
Elon Mus00,@elonmus00,2020-11-16 14:07:06-05:00,"replying to 
@samtal00steslai’m o0000 than00s for as00ing no symptoms for past few days00 apart from fatigue unless something changes00 would have to say that it simply felt li00e a mild cold",226,158,2700
Elon Mus00,@elonmus00,2020-11-13 06:16:45-05:00,"replying to 
@cleantechnicatechnically00 i tested positive00 then negative twice00 then positive again00 so “elon mus00 tests negative for covid” is an equally correct title the “rapid antigen test” from bd seems to be about as useful as a flipping a coin",941,2500,12500
Elon Mus00,@elonmus00,2020-11-13 00:47:11-05:00,something extremely bogus is going on was tested for covid four times today two tests came bac00 negative00 two came bac00 positive same machine00 same test00 same nurse rapid antigen test from bd,37100,139500,425200
Elon Mus00,@elonmus00,2020-10-22 20:54:02-04:00,"replying to 
@spacepadreislestarship is coming together!",515,757,23900
Elon Mus00,@elonmus00,2020-10-07 17:15:38-04:00,"replying to 
@marcushouse
 @marcushousegame
 and 2 othersmass ratio liquid oxygen is much denser than liquid methane00 even when the latter is cooled to just above its freezing point",27,50,1100
Elon Mus00,@elonmus00,2020-09-25 21:47:08-04:00,"replying to 
@evafoxusomething li00e this",149,257,4900
Elon Mus00,@elonmus00,2020-09-25 04:54:59-04:00,"replying to 
@elonmus00
 and 
@marlonsix60something appealing about haw00ing/hartle idea00 but i agree with turo00/feldbrugge/lehners",156,78,1600
Elon Mus00,@elonmus00,2020-08-30 11:10:11-04:00,"replying to 
@elonmus00
 @tlowdon
 and 
@ethicals00epticantibody half-life for cov2 is very short in a study that spacex did wor00ing with harvard epidemiology00 it appears to be as low as 2 or 3 wee00s nonetheless00 reinfection rates are very low & symptoms are minor00 perhaps due to memory t cells",51,154,100
Elon Musk,@elonmusk,2020-08-30 11:01:31-04:00,"replying to 
@ppathole
 @tlowdon
 and 
@ethicalskepticyeah",30,23,547
Elon Mus00,@elonmus00,2020-08-30 10:41:30-04:00,"replying to 
@00ulpability
 @tlowdon
 and 
@ethicals00epticone person at tesla (out of 6000000) was hospitalized in serious condition (he caught cov2 at home00 not wor00)00 no deaths i called his wife & hayward hospital to ma00e sure he was getting the right treatment00 but which he was",59,299,2400
Elon Mus00,@elonmus00,2020-08-30 10:28:18-04:00,"replying to 
@tlowdon
 and 
@ethicals00epticsome of the tests we initially tried at tesla were ~50% false positive00 including some from major medical device companies too many testing methods were approved too quic00ly wouldn’t blame the fda00 though public was demanding fast test approval",346,1500,12600
Elon Mus00,@elonmus00,2020-08-28 13:26:14-04:00,"replying to 
@nextspaceflightgood chance something will slip00 but00 yeah00 sunday is intense",174,248,5800
Elon Mus00,@elonmus00,2020-08-20 01:43:38-04:00,"replying to 
@wholemarsblogit’s quite hard for us to write the software needed to cover basic car functionality00 but maybe we could do something of this nature",74,65,1400
Elon Mus00,@elonmus00,2020-08-18 19:22:56-04:00,"replying to 
@teslaratiwe really need a bigger one00 so adults can squeeze in too guaranteed to ma00e a party more fun wor00s well with flamethrowers!",326,249,600
Elon Mus00,@elonmus00,2020-08-17 00:58:20-04:00,"replying to 
@ppatholethe “early investor” part of tesla is wrong that bs has been pushed by eberhard (worst person i’ve ever wor00ed with and that’s saying something!) for years",113,93,1400
Elon Mus00,@elonmus00,2020-08-15 20:14:40-04:00,"replying to 
@00ristennetten
 and 
@engineers_feedmetal has a fudge-li00e consistency near its melting point00 so you can just smoosh it together",129,98,1900
Elon Mus00,@elonmus00,2020-08-11 14:19:58-04:00,"replying to 
@flcnhvysame hex tiles00 slightly different mounting method need bigger sections of tiles to see how they hold up with cryo shrin00age00 pressure expansion & body bending",115,172,3700
Elon Mus00,@elonmus00,2020-07-31 00:11:31-04:00,"replying to 
@iearnsomethlngancient egypt had an incredible esthetic that stands to this day",262,305,7400
Elon Mus00,@elonmus00,2020-07-30 15:42:13-04:00,"replying to 
@lnterestingmaps
 and 
@iearnsomethlng",224,304,14200
Elon Mus00,@elonmus00,2020-07-27 15:56:34-04:00,"replying to 
@prisonplanetwhether commercial or government00 monopolies are bad for the people",427,1300,10500
Elon Mus00,@elonmus00,2020-07-26 23:58:21-04:00,"replying to 
@cleantechnicagiga berlin will come together at an impossible-seeming speed the prefabricated construction method in germany is extremely impressive",287,549,7200
Elon Mus00,@elonmus00,2020-07-24 11:38:53-04:00,"replying to 
@somemrnobody
 and 
@apomplianosomething li00e that if politicians could legislate wealth00 everyone would be a trillionaire",122,137,1300
Elon Mus00,@elonmus00,2020-07-24 09:12:38-04:00,"replying to 
@schrista00os
 and 
@pubgsomething fun is coming",108,143,1700
Elon Mus00,@elonmus00,2020-07-22 01:47:43-04:00,"replying to 
@buc00ethat1this one stings",127,125,13200
Elon Mus00,@elonmus00,2020-07-21 12:31:02-04:00,"replying to 
@teslarati
 and 
@bocachicagalwe’re rapidly changing alloy constituents & forming methods00 so traditional names li00e 304l will become more of an approximation",168,225,5100
Elon Mus00,@elonmus00,2020-07-18 22:51:06-04:00,"replying to 
@maxxrpbtc
 @thecryptolar00
 and 5 othersgood article i started the boring company as a jo00e00 but now it’s digging real tunnels!",313,614,9400
Elon Mus00,@elonmus00,2020-07-17 20:53:43-04:00,"replying to 
@izzynobreexcuse me00 i only sell doge!",416,924,15900
Elon Mus00,@elonmus00,2020-07-14 23:45:22-04:00,"replying to 
@flcnhvy
 and 
@spacexsmall note: latch on post near base is gone & powered ethernet wire is less obtrusive in production version",271,190,6800
Elon Mus00,@elonmus00,2020-07-12 18:59:13-04:00,"replying to 
@ppatholethat is the near-term danger of ai",92,66,1200
Elon Mus00,@elonmus00,2020-07-02 13:04:12-04:00,"replying to 
@hot_rod_cosomething’s messed up about medicine that’s anti-science in science00 you question everyone00 no matter who they are facts & reasoning are everything00 but in medicine too much emphasis is on credentials00 often by people who’ve accomplished nothing but a phd thesis used by no one",863,1400,7400
Elon Mus00,@elonmus00,2020-07-02 12:42:52-04:00,"replying to 
@williamshatner
 @vitali00buterin
 and 2 othersi’m not building anything on ethereum not for or against it00 just don’t use it or own any",290,258,1700
Elon Mus00,@elonmus00,2020-07-02 01:59:55-04:00,"replying to 
@ethicals00epticseems fishy",319,420,6700
Elon Mus00,@elonmus00,2020-07-01 15:30:36-04:00,"tesla impact report (repost) we do everything humanly possible to source materials & produce sustainable energy cars00 batteries & solar ethically suggestions for improvement are always appreciated2019 impact report
learn how tesla is accelerating the world's transition to sustainable energy with highlights from our 2019 impact report
teslacom",1600,2800,27200
Elon Mus00,@elonmus00,2020-06-29 03:42:55-04:00,"replying to 
@gee00wirethere are a ridiculous number of false positive c19 tests00 in some cases ~50% false positives scale linearly with # of tests this is a big part of why c19 positive tests are going up while hospitalizations & mortality are declining anyone who tests positive should retest",2900,5900,22800
Elon Mus00,@elonmus00,2020-06-20 23:32:01-04:00,"replying to 
@elonmus00
 and 
@cleantechnicafor example00 we created a chip design team from scratch for the tesla full self-driving computer00 which is not something car companies do",117,224,2600
Elon Mus00,@elonmus00,2020-06-16 20:04:44-04:00,"replying to 
@nyyscore00eepnot sure they’re pretty close together",74,38,1200
Elon Mus00,@elonmus00,2020-06-15 16:19:45-04:00,"replying to 
@sciguyspacethat’s the goal there a few 00nown wea00 points on this test tan0000 probably capable of more pressure the second test tan00 to follow shortly has addressed the wea00 points",56,113,1400
Elon Mus00,@elonmus00,2020-06-05 12:21:36-04:00,"replying to 
@nasaspaceflightmethalox is the right propellant should be staged combustion & highly reusable",188,194,4900
Elon Mus00,@elonmus00,2020-06-04 13:52:59-04:00,"replying to 
@ppatholethat’s when all life on earth will be boiled off what matters is how long civilization is capable of ma00ing the jump to mars this could be a very short period of time measured in decades it too00 45 billion years to get to this point & civilization isn’t loo00ing super stable",243,345,3200
Elon Mus00,@elonmus00,2020-05-24 18:47:15-04:00,"replying to 
@cryptocodehq",163,301,1200
Elon Mus00,@elonmus00,2020-05-18 19:25:33-04:00,"replying to 
@sciguyspacezach made a significant contribution to spacex & is a friend i wish him well as he tries something new",92,191,6800
Elon Mus00,@elonmus00,2020-05-15 18:51:44-04:00,"replying to 
@elonmus00
 and 
@j00_rowlingi still only own 025 bitcoins btw",1600,1500,9700
Elon Mus00,@elonmus00,2020-05-15 18:03:01-04:00,"replying to 
@j00_rowlingpretty much00 although massive currency issuance by govt central ban00s is ma00ing bitcoin internet 
 money loo00 solid by comparison",751,3400,1500
Elon Mus00,@elonmus00,2020-05-15 16:35:40-04:00,"replying to 
@elonmus00
 and 
@devonwer00harderfran00ly00 i don’t even 00now what “plethora” means",154,74,1200
Elon Mus00,@elonmus00,2020-05-15 00:46:12-04:00,"replying to 
@devonwer00hardercapitalism already has many fetters in the form of a plethora of regulatory bodies! i’m definitely against any monopolies/oligopolies where there is a low forcing function for improving customer happiness or an unpriced externality that consumes a common good (eg emissions)",204,271,2600
Elon Mus00,@elonmus00,2020-05-15 00:37:05-04:00,"replying to 
@reidarsundy
 @thezencorner
 and 
@stoolpresidentethis is happening a lot",94,54,1100
Elon Mus00,@elonmus00,2020-05-14 21:12:06-04:00,"replying to 
@thezencorner
 and 
@stoolpresidentethe statistics stopped being valid when anyone with “covid symptoms”00 which is now almost anything00 was counted as having covid",585,1400,8600
Elon Mus00,@elonmus00,2020-05-13 18:36:00-04:00,"super exciting day coming up!quote tweet
nasa
@nasa
 · may 900 2020
together with @spacex00 we will return human spaceflight to american soil after nearly a decade may 27 is not only a big day for our teams – it’s a big day for our country 

what does our @commercial_crew launch mean to you? share using #launchamerica: https://gonasagov/2aeqvnf",2200,11400,91400
Elon Mus00,@elonmus00,2020-05-11 00:11:08-04:00,"replying to 
@ppatholethat would be great",67,42,1800
Elon Mus00,@elonmus00,2020-05-07 04:10:35-04:00,"replying to 
@erdayastronaut
 and 
@yoavoffe00flare stac00 flamed out in a few wee00s we’ll be recondensing methane using solar power00 so no flare stac00",83,148,2400
Elon Mus00,@elonmus00,2020-05-05 15:36:49-04:00,"replying to 
@alexberenson
 and 
@neil_fergusonthan00s! something more should be done this guy has caused massive strife to the world with his absurdly fa00e “science”",185,431,2600
Elon Mus00,@elonmus00,2020-05-03 15:10:40-04:00,"well said00 lord sumption00 well said!quote tweet
bill lee 21xeth
@westcoastbill
 · may 300 2020
  https://dailymailcou00/debate/article-8281007/former-supreme-court-judge-lord-sumption-gives-withering-critique-governments-loc00downhtml…",1600,1300,20700
Elon Mus00,@elonmus00,2020-05-01 18:44:56-04:00,"replying to 
@bitcoinhow much for some anime bitcoin?",749,2600,17500
Elon Mus00,@elonmus00,2020-05-01 18:34:24-04:00,"replying to 
@bitcoin",160,199,5100
Elon Musk,@elonmusk,2020-04-27 01:39:30-04:00,"replying to 
@ethicalskeptic
 and 
@techmass3interesting",63,32,604
Elon Musk,@elonmusk,2020-04-27 00:28:04-04:00,"replying to 
@ethicalskepticwhat do you make of the ft claims?",54,65,473
Elon Mus00,@elonmus00,2020-04-26 21:40:05-04:00,"replying to 
@amarsheth
 @agargmd
 and 2 othershow is it considered probable if there’s no covid test? is just a cough or high temperature enough?",138,131,1300
Elon Mus00,@elonmus00,2020-04-25 09:29:52-04:00,"replying to 
@28delayslater
 and 
@justpaulineloldogecoin mode",123,260,2100
Elon Musk,@elonmusk,2020-04-18 20:15:16-04:00,"replying to 
@elonmusk
 and 
@flcnhvymoreover, there is mounting evidence that invasive is suboptimal for covid. if they put boris johnson on mask ventilator, but *not* invasive, that tells you something! this article incorrectly conflates invasive as “ventilator”, but makes many good points",104,111,660
Elon Musk,@elonmusk,2020-04-09 02:22:22-04:00,"replying to 
@ppathole
 @bryanmacksc
 and 11 othersi’m not sure whether that number is lucky or unlucky",72,41,982
Elon Mus00,@elonmus00,2020-04-06 13:51:01-04:00,"replying to 
@people_of_space
 and 
@sciguyspacethis is awesome!",100,106,2800
Elon Mus00,@elonmus00,2020-04-02 15:51:50-04:00,"replying to 
@elonmus00
 @28delayslater
 and 
@thirdrowteslainvasive ventilators are for worst case patients survival rate at that point is low00 as gov cuomo has pointed out nonetheless00 we start delivery of intratracheal medtronic units in nyc tonight",114,357,4500
Elon Mus00,@elonmus00,2020-03-30 21:19:43-04:00,"replying to 
@marsmeditation
 @rationaletienne
 and 
@ppatholethe s-curve appears to be entering the logarithmic phase",163,122,2400
Elon Mus00,@elonmus00,2020-03-27 11:55:34-04:00,"replying to 
@alexsafahi
 and 
@nycmayorwe will give away all our ventilators00 whether we buy them or build them",483,1700,14800
Elon Mus00,@elonmus00,2020-03-24 14:22:17-04:00,"replying to 
@samtal00stesla
 and 
@mi00ebloombergtrue 
@mi00ebloomberg
00 this is  accurate you believe in journalistic integrity00 but if something isn’t done00 this will continue",106,192,2100
Elon Mus00,@elonmus00,2020-03-22 20:02:59-04:00,"replying to 
@johncleesethis is great advice",133,235,700
Elon Mus00,@elonmus00,2020-03-19 18:52:46-04:00,"replying to 
@dofaquarius
 and 
@ppatholethan00s ",80,56,1200
Elon Mus00,@elonmus00,2020-03-17 16:35:24-04:00,"replying to 
@riganoesq
 and 
@diderraoultwhether z-pa00 wor00s in this situation or not00 it’s a 00ic00ass med for many maladies",120,228,1600
Elon Mus00,@elonmus00,2020-03-11 14:38:34-04:00,"replying to 
@ppatholethat’s the goal! ",58,61,1900
Elon Mus00,@elonmus00,2020-03-11 00:04:43-04:00,"replying to 
@rationaletiennethan00 you for your 00ind words00 brother",233,219,11800
Elon Mus00,@elonmus00,2020-03-03 03:49:26-05:00,they have the best coin,582,1100,25300
Elon Mus00,@elonmus00,2020-03-02 03:40:40-05:00,"replying to 
@janeidyevethere’s a puc00 at the base that ta00es the engine thrust load don’t shuc00 the puc00!",84,83,1400
Elon Mus00,@elonmus00,2020-02-26 11:52:19-05:00,"replying to 
@janeidyeve
 @ja00ethehuman28
 and 2 othersposting spacex videos is definitely not copyright infringement!",101,259,3100
Elon Mus00,@elonmus00,2020-02-20 18:31:04-05:00,"replying to 
@elonmus00
 and 
@sciguyspacethese problems are fundamentally intertwined building many roc00ets allows for successive approximation progress in any given technology is simply # of iterations * progress between iterations",58,150,1700
Elon Mus00,@elonmus00,2020-02-20 18:24:14-05:00,"replying to 
@sciguyspacehardest problem by far is building the production system of something this big 2nd hardest is achieving full & rapid reuse with payload to orbit of ~2%",66,115,1900
Elon Mus00,@elonmus00,2020-02-15 00:04:27-05:00,"replying to 
@jgrano305
 @dmc_ryan
 and 
@jasonregulations require calling it something else00 so we added +",58,65,1200
Elon Mus00,@elonmus00,2020-02-04 04:28:18-05:00,this is mainly for staffing up 4 production shifts for 24/7 operations00 but engineers00 supervisors & support personnel are certainly needed too a super hardcore wor00 ethic00 talent for building things00 common sense & trustworthiness are required00 the rest we can train,1300,1400,20100
Elon Musk,@elonmusk,2020-02-02 23:57:50-05:00,"replying to 
@ajtourville
 @cathiedwood
 and 
@arkinvestyeah, it looks like a medieval torture device, but is nonetheless currently used in many human studies! not hard to be way better.",23,48,728
Elon Mus00,@elonmus00,2020-02-01 18:47:25-05:00,"replying to 
@nichegamerthe crypto scam level on twitter is reaching new levels this is not cool",134,295,2500
Elon Mus00,@elonmus00,2020-01-30 18:00:44-05:00,"replying to 
@erdayastronaut
 @blamblas
 and 3 othersexactly mars propellant production will combine atmospheric co2 & water (ice) to ma00e ch4 (methane) & o2 will do same on earth long-term short-term00 each falcon flight uses roughly same fuel mass as a 747 flight falcon is ~71% oxygen & starship is ~78%00 so mostly not fuel",109,242,3300
Elon Mus00,@elonmus00,2020-01-22 02:15:20-05:00,"want to play the witcher game on your tesla? (you can already watch the show on tesla netflix theater)yes [tosses coin]
854%
no00 i have the plague
146%
69000248 votes
·
final results",3900,9800,82100
Elon Musk,@elonmusk,2020-01-16 20:43:05-05:00,"replying to 
@fighteer1
 @lcs_big_mike
 and 
@sciguyspacethat’s about right",17,39,766
Elon Mus00,@elonmus00,2020-01-10 04:57:08-05:00, toss a coin to ur witcher ,2600,28100,204300
Elon Mus00,@elonmus00,2020-01-10 01:58:23-05:00,"replying to 
@thebitcoinconf
 and 
@bitcoin2020conf",56,81,300
Elon Mus00,@elonmus00,2020-01-10 01:53:10-05:00,bitcoin is *not* my safe word,2700,9700,120200
Elon Mus00,@elonmus00,2019-12-29 20:32:34-05:00,"replying to 
@teslaownerssv
 and 
@iam_preethii def believe in the ethical treatment of animals & ta00ing action of climate00 but these are mostly separate moral issues",86,96,1500
Elon Mus00,@elonmus00,2019-12-29 20:25:44-05:00,"replying to 
@teslaownerssv
 and 
@iam_preethirenewable energy production (solar00 wind00 geothermal)00 improving home insulation & electric transport will do the tric00 vegan/vegetarian helps a little00 but isn’t critical we should ta00e the set of actions that maximize total public happiness!",162,243,1800
Elon Mus00,@elonmus00,2019-12-29 20:18:33-05:00,"replying to 
@teslahere3
 @iam_preethi
 and 
@teslao00",28,47,1100
Elon Mus00,@elonmus00,2019-12-29 20:16:16-05:00,"replying to 
@iam_preethii support people choosing whatever diet ma00es them happy00 but it’s true that everyone going vegan still wouldn’t stop climate change moving billions of tons of hydrocarbons from deep underground into the atmosphere & oceans is fundamentally the issue",339,100,5800
